School Year,Level,Division Number,Division Name,School Number,School Name,Subject,Race,Grade,Test Level,Test Source,Test,Pass Count,Total Count,Pass Rate
2013-2014,School,62,Nelson County,20,Tye River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,29,55,52.73
2013-2014,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,15,<50
2013-2014,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,14,21,66.67
2013-2014,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,60,97,61.86
2013-2014,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,80,107,74.77
2014-2015,School,2,Albemarle County,160,Agnor-Hurt Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,12,<50
2014-2015,School,2,Albemarle County,160,Agnor-Hurt Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,25,33,75.76
2014-2015,School,2,Albemarle County,1060,Albemarle County Community Public Charter,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,<,>50
2014-2015,School,2,Albemarle County,1060,Albemarle County Community Public Charter,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,<,>50
2014-2015,School,2,Albemarle County,1053,Baker-Butler Elem,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,2,Albemarle County,1053,Baker-Butler Elem,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,51,59,86.44
2014-2015,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2014-2015,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,15,60.00
2014-2015,School,2,Albemarle County,100,Broadus Wood Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,28,39,71.79
2014-2015,School,2,Albemarle County,941,Brownsville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,2,Albemarle County,941,Brownsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,76,89,85.39
2014-2015,School,2,Albemarle County,340,Crozet Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,30,42,71.43
2014-2015,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2014-2015,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,57,62,91.94
2014-2015,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,20,43,46.51
2014-2015,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,80,89,89.89
2014-2015,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,12,18,66.67
2014-2015,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,103,119,86.55
2014-2015,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,<,<50
2014-2015,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,222,234,94.87
2014-2015,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,9,18,50.00
2014-2015,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"White, not of Hispanic origin",7,Grade 8,SOL,English Reading,<,<,>50
2014-2015,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,63,93,67.74
2014-2015,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,25,48.00
2014-2015,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,14,17,82.35
2014-2015,School,2,Albemarle County,250,Meriwether Lewis Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,62,73,84.93
2014-2015,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,7,14,50.00
2014-2015,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,119,133,89.47
2014-2015,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2014-2015,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,35,41,85.37
2014-2015,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,22,54.55
2014-2015,School,2,Albemarle County,30,Scottsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,17,20,85.00
2014-2015,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,11,<50
2014-2015,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,25,37,67.57
2014-2015,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2014-2015,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,26,73.08
2014-2015,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2014-2015,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,24,29,82.76
2014-2015,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,7,10,70.00
2014-2015,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,21,22,95.45
2014-2015,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,36,85,42.35
2014-2015,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,50,101,49.50
2014-2015,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,505,626,80.67
2014-2015,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",7,Grade 8,SOL,English Reading,<,<,>50
2014-2015,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,591,676,87.43
2014-2015,School,104,Charlottesville City,100,Buford Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,53,96,55.21
2014-2015,School,104,Charlottesville City,100,Buford Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,83,87,95.40
2014-2015,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,11,15,73.33
2014-2015,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,34,35,97.14
2014-2015,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,11,18,61.11
2014-2015,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,17,19,89.47
2014-2015,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,31,34,91.18
2014-2015,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,13,22,59.09
2014-2015,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,13,76.92
2014-2015,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,14,85.71
2014-2015,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,16,18,88.89
2014-2015,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,28,30,93.33
2014-2015,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,68,99,68.69
2014-2015,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,54,98,55.10
2014-2015,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,129,141,91.49
2014-2015,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,83,88,94.32
2014-2015,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,24,39,61.54
2014-2015,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,155,188,82.45
2014-2015,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,18,41,43.90
2014-2015,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,146,186,78.49
2014-2015,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,24,39,61.54
2014-2015,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,18,41,43.90
2014-2015,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,155,188,82.45
2014-2015,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,148,190,77.89
2014-2015,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,66,123,53.66
2014-2015,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2014-2015,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,59,68,86.76
2014-2015,School,39,Greene County,71,William Monroe Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,15,24,62.50
2014-2015,School,39,Greene County,71,William Monroe Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,130,177,73.45
2014-2015,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,16,56.25
2014-2015,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,15,24,62.50
2014-2015,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,125,191,65.45
2014-2015,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,130,180,72.22
2014-2015,School,54,Louisa County,660,Jouett Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,13,<50
2014-2015,School,54,Louisa County,660,Jouett Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,59,77,76.62
2014-2015,School,54,Louisa County,601,Louisa County Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,50,69,72.46
2014-2015,School,54,Louisa County,601,Louisa County Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,202,242,83.47
2014-2015,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,15,24,62.50
2014-2015,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,49,57,85.96
2014-2015,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,18,50.00
2014-2015,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,35,47,74.47
2014-2015,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,7,12,58.33
2014-2015,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,38,56,67.86
2014-2015,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,37,68,54.41
2014-2015,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,50,70,71.43
2014-2015,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,181,240,75.42
2014-2015,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,203,248,81.85
2014-2015,School,62,Nelson County,730,Nelson Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,20,<50
2014-2015,School,62,Nelson County,730,Nelson Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,82,109,75.23
2014-2015,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2014-2015,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,40,49,81.63
2014-2015,School,62,Nelson County,20,Tye River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,12,75.00
2014-2015,School,62,Nelson County,20,Tye River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,37,49,75.51
2014-2015,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,16,75.00
2014-2015,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,20,<50
2014-2015,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,77,98,78.57
2014-2015,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,82,113,72.57
