fall_membership_statistics (1),,,,,,,,,,
School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2014-2015,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,106,,106
2014-2015,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,48,,48
2014-2015,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,197,<,198
2014-2015,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,40,,40
2014-2015,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,189,,189
2014-2015,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,169,,169
2014-2015,Division,39,Greene County,,,"White, not of Hispanic origin",Y,865,<,866
2014-2015,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,37,,37
2014-2015,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,170,,170
2014-2015,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,188,,188
2014-2015,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,327,,327
2014-2015,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,121,,121
2014-2015,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,301,,301
2014-2015,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,102,,102
2014-2015,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,118,,118
2014-2015,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,76,,76
2014-2015,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,190,,190
2014-2015,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,53,,53
2014-2015,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,113,,113
2014-2015,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,577,,577
2014-2015,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,219",,"1,219"
2014-2015,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,64,,64
2014-2015,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,171,,171
2014-2015,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,49,,49
2014-2015,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,143,,143
2014-2015,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,11,,11
2014-2015,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,148,,148
2014-2015,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,73,,73
2014-2015,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,159,,159
2014-2015,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,197,,197
2014-2015,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,621,,621
2015-2016,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,92,,92
2015-2016,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,43,,43
2015-2016,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,13,,13
2015-2016,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,179,,179
2015-2016,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,104,,104
2015-2016,School,2,Albemarle County,1053,Baker-Butler Elem,"Black, not of Hispanic origin",Y,22,,22
2015-2016,School,2,Albemarle County,1053,Baker-Butler Elem,"White, not of Hispanic origin",Y,45,,45
2015-2016,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,23,,23
2015-2016,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,46,,46
2015-2016,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,36,,36
2015-2016,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,11,,11
2015-2016,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,66,,66
2015-2016,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,68,,68
2015-2016,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,25,,25
2015-2016,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,93,,93
2015-2016,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,54,,54
2015-2016,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,60,,60
2015-2016,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,47,,47
2015-2016,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,10,,10
2015-2016,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,62,,62
2015-2016,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,29,,29
2015-2016,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,92,,92
2015-2016,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,172,,172
2015-2016,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,63,,63
2015-2016,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,33,,33
2015-2016,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,77,,77
2015-2016,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,155,,155
2015-2016,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,20,,20
2015-2016,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,44,,44
2015-2016,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,17,,17
2015-2016,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,32,,32
2015-2016,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,58,,58
2015-2016,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,10,,10
2015-2016,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,57,,57
2015-2016,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,64,,64
2015-2016,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,26,,26
2015-2016,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,62,,62
2015-2016,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,27,,27
2015-2016,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,20,,20
2015-2016,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2015-2016,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,11,,11
2015-2016,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,10,,10
2015-2016,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,61,,61
2015-2016,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,73,,73
2015-2016,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,29,,29
2015-2016,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,996,,996
2015-2016,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,375",,"1,375"
2015-2016,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,165,,165
2015-2016,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,49,,49
2015-2016,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,95,,95
2015-2016,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,42,,42
2015-2016,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,343,,343
2015-2016,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,88,,88
2015-2016,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,173,,173
2015-2016,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,42,,42
2015-2016,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,64,,64
2015-2016,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,20,,20
2015-2016,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,154,,154
2015-2016,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,22,,22
2015-2016,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,157,,157
2015-2016,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,27,,27
2015-2016,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,90,,90
2015-2016,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,23,,23
2015-2016,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,174,,174
2015-2016,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,44,<,45
2015-2016,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,415",,"1,415"
2015-2016,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,357,<,358
2015-2016,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,44,,44
2015-2016,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,102,,102
2015-2016,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,33,,33
2015-2016,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,93,,93
2015-2016,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,124,,124
2015-2016,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,201,,201
2015-2016,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,75,,75
2015-2016,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,140,,140
2015-2016,School,32,Fluvanna County,330,West Central Primary,"Black, not of Hispanic origin",Y,27,,27
2015-2016,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,68,,68
2015-2016,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,303,,303
2015-2016,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,604,,604
2015-2016,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,18,,18
2015-2016,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,135,,135
2015-2016,School,39,Greene County,10,Nathanael Greene Primary,"Black, not of Hispanic origin",Y,26,,26
2015-2016,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,155,,155
2015-2016,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,35,,35
2015-2016,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,94,,94
2015-2016,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,50,,50
2015-2016,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,182,,182
2015-2016,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,35,,35
2015-2016,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,165,,165
2015-2016,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,164,,164
2015-2016,Division,39,Greene County,,,"White, not of Hispanic origin",Y,731,,731
2015-2016,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,42,,42
2015-2016,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,191,,191
2015-2016,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,198,,198
2015-2016,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,329,,329
2015-2016,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,126,,126
2015-2016,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,276,,276
2015-2016,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,82,,82
2015-2016,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,112,,112
2015-2016,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,107,,107
2015-2016,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,223,,223
2015-2016,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,55,,55
2015-2016,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,151,,151
2015-2016,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,610,,610
2015-2016,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,282",,"1,282"
2015-2016,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,60,,60
2015-2016,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,183,,183
2015-2016,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,38,,38
2015-2016,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,133,,133
2015-2016,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,13,,13
2015-2016,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,126,,126
2015-2016,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,78,,78
2015-2016,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,171,,171
2015-2016,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,189,,189
2015-2016,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,613,,613
2016-2017,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,90,,90
2016-2017,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,35,,35
2016-2017,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2016-2017,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,11,,11
2016-2017,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,193,,193
2016-2017,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,119,,119
2016-2017,School,2,Albemarle County,1053,Baker-Butler Elem,"Black, not of Hispanic origin",Y,22,,22
2016-2017,School,2,Albemarle County,1053,Baker-Butler Elem,"White, not of Hispanic origin",Y,59,,59
