School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disabled,Disability Type,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Autism,11,,11
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,10,,10
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Orthopedic Impairments,,,
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,15,,15
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,10,,10
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,23,,23
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,15,,15
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Other Health Impairments,11,,11
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,11,,11
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,10,,10
2012-2013,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,Other Health Impairments,11,,11
2012-2013,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Emotional Disturbance,16,<,17
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Other Health Impairments,22,,22
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,39,,39
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,11,,11
2012-2013,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
